1670026864.660619,0
1670026864.772557,18
1670026864.885729,17
1670026865.002447,18
1670026865.113664,17
1670026865.232817,9
1670026865.346062,9
1670026865.462943,9
1670026865.566974,10
1670026865.686484,10
1670026865.795348,16
1670026865.903485,19
1670026866.018276,20
1670026866.127241,11
1670026866.253663,5
1670026866.359994,19
1670026866.466404,19
1670026866.574611,4
1670026866.690594,19
1670026866.808473,19
1670026866.915637,0
1670026867.027156,0
1670026867.139280,10
1670026867.246508,4
1670026867.359913,3
1670026867.467576,7
1670026867.578619,8
1670026867.686948,7
1670026867.791984,8
1670026867.896582,7
1670026868.002132,8
1670026868.126121,10
1670026868.236425,10
1670026868.349540,9
1670026868.461104,12
1670026868.571966,11
1670026868.676411,12
1670026868.782396,13
1670026868.898419,14
1670026869.004361,13
1670026869.113876,16
1670026869.219000,12
1670026869.340324,17
1670026869.448153,17
1670026869.568969,18
1670026869.674661,18
1670026869.799549,18
1670026869.911649,19
1670026870.018801,18
1670026870.125222,19
1670026870.229731,16
1670026870.339952,18
1670026870.447727,8
1670026870.559306,8
1670026870.664281,10
1670026870.772779,11
1670026870.886316,11
1670026870.990657,11
1670026871.097649,14
1670026871.202740,14
1670026871.310845,14
1670026871.419041,13
1670026871.528175,15
1670026871.643869,14
1670026871.750345,15
1670026871.866415,14
1670026871.974026,17
1670026872.082738,17
1670026872.195508,18
1670026872.304668,18
1670026872.410497,17
1670026872.517974,4
1670026872.628522,7
1670026872.738428,9
1670026872.845355,5
1670026872.956007,18
1670026873.072097,19
1670026873.178239,16
1670026873.284112,2
1670026873.410023,1
1670026873.517001,12
1670026873.634668,19
1670026873.742708,16
1670026873.861105,3
1670026873.966949,3
1670026874.073445,2
1670026874.181283,1
1670026874.287753,3
1670026874.418953,5
1670026874.524355,7
1670026874.634377,6
1670026874.767368,7
1670026874.879656,10
1670026874.988826,11
1670026875.098287,11
1670026875.217376,10
1670026875.329409,13
1670026875.447519,12
1670026875.576606,12
1670026875.684855,15
1670026875.791616,16
1670026875.902668,15
1670026876.011534,15
1670026876.129280,14
1670026876.243236,15
1670026876.351184,18
1670026876.458726,17
1670026876.580184,17
1670026876.686451,17
1670026876.792095,12
1670026876.898988,9
1670026877.011099,9
1670026877.122302,8
1670026877.238120,12
1670026877.345329,12
1670026877.458388,12
1670026877.570472,15
1670026877.682217,15
1670026877.798418,14
1670026877.913103,16
1670026878.019615,14
1670026878.126419,14
1670026878.232687,13
1670026878.343889,15
1670026878.448019,16
1670026878.562901,16
1670026878.670850,18
1670026878.783396,20
1670026878.890389,19
1670026879.001730,17
1670026879.113557,19
1670026879.222319,17
1670026879.338355,9
1670026879.446537,2
1670026879.560006,19
1670026879.664863,20
1670026879.784777,10
1670026879.889180,20
1670026880.007996,15
